code,name
2737,Malaysia Jelebu Temuan (n=25)
2735,Malaysia Kedah Baling Kensiu (n=25)
3350,Malaysia Kedah Kensiu (n=21)
3438,Malaysia Kelantan (n=28)
3439,Malaysia Mandailing (n=27)
2682,Malaysia Negeri Sembilan Minangkabau (n=34)
3351,Malaysia Pahang Semai (n=38)
3437,Malaysia Patani (n=25)
3652,Malaysia Peninsular Chinese (n=194)
3674,Malaysia Peninsular Indian (n=271)
3323,Malaysia Peninsular Malay (n=951)
2680,Malaysia Perak and Johor Banjar Bugis Jawa (n=94)
2736,Malaysia Perak Grik Jehai (n=25)
2685,Malaysia Perak Rawa (n=23)
2359,Malaysia pop 2 (n=62)
2380,Malaysia pop 3 (n=1445)
3171,Malaysia Sabah Dusun (n=48)
2742,Malaysia Sabah Kadazan (n=57)
2738,Malaysia Sarawak Bau Bidayuh (n=25)
2741,Malaysia Sarawak Bidayuh (n=50)
2740,Malaysia Sarawak Iban (n=51)
1486,Mali Bandiagara (n=138)
2510,Martinique (n=100)
3493,Mexico Aguascalientes state (n=95)
3527,Mexico Baja Californa, Mexicali (n=100)
3571,Mexico Baja California Rural (n=50)
3526,Mexico Baja California, La Paz (n=75)
3615,Mexico Baja California, Tijuana (n=25)
3596,Mexico Campeche Rural (n=47)
3458,Mexico Campeche, Campeche city (n=34)
3666,Mexico Chiapas Lacandon Mayans (n=218)
3595,Mexico Chiapas Rural (n=121)
3460,Mexico Chiapas, Tuxtla Gutierrez (n=52)
3519,Mexico Chihuahua Chihuahua City (n=119)
3654,Mexico Chihuahua Chihuahua City Pop 2 (n=88)
3574,Mexico Chihuahua Rural (n=236)
2165,Mexico Chihuahua Tarahumara (n=44)
3518,Mexico Chihuahua, Ciudad Juarez (n=106)
3576,Mexico Coahuila Rural (n=216)
3514,Mexico Coahuila, Saltillo (n=72)
3513,Mexico Coahuila, Torreon (n=396)
3582,Mexico Colima Rural (n=43)
3496,Mexico Colima, Colima city (n=61)
3575,Mexico Durango Rural (n=326)
3516,Mexico Durango, Durango city (n=153)
1752,Mexico Guadalajara Mestizo (n=54)
1971,Mexico Guadalajara Mestizo pop 2 (n=103)
1951,Mexico Guanajuato and Jalisco Mestizo (n=101)
3581,Mexico Guanajuato Rural (n=162)
3498,Mexico Guanajuato, Guanajuato city (n=22)
3497,Mexico Guanajuato, Leon (n=78)
3468,Mexico Guerrero state (n=144)
3663,Mexico Hidalgo Mezquital Valley/ Otomi (n=72)
3588,Mexico Hidalgo Rural (n=81)
3478,Mexico Hidalgo, Pachuca (n=41)
1952,Mexico Highlands Mestizos (n=160)
1609,Mexico Huasteca Region Teenek (n=55)
3579,Mexico Jalisco Rural (n=585)
3506,Mexico Jalisco, Guadalajara city (n=1189)
3505,Mexico Jalisco, Tlajomulco (n=30)
3504,Mexico Jalisco, Tlaquepaque (n=39)
3503,Mexico Jalisco, Tonala (n=35)
3502,Mexico Jalisco, Zapopan (n=168)
3770,Mexico Jaltepec Mazahuas (n=50)
2043,Mexico Mayan (n=16)
2033,Mexico Mayan pop 2 (n=163)
1610,Mexico Mayan Pop 3 (n=66)
3363,Mexico Mazahua (n=65)
1600,Mexico Mazatecan (n=89)
1237,Mexico Mestizo (n=41)
3255,Mexico mestizo pop 3 (n=201)
3042,Mexico Mestizo pop 4 (n=269)
3476,Mexico Mexico City Center (n=152)
3475,Mexico Mexico City East (n=79)
2827,Mexico Mexico City Mestizo (n=121)
3081,Mexico Mexico City Mestizo pop 2 (n=234)
3559,Mexico Mexico City Mestizo pop 3 (n=256)
3745,Mexico Mexico City Mestizo population (n=143)
3589,Mexico Mexico City Metropolitan Area Rural (n=150)
3474,Mexico Mexico City North (n=751)
3473,Mexico Mexico City South (n=52)
3655,Mexico Mexico City Tlalpan (n=330)
3454,Mexico Mexico City West (n=33)
3580,Mexico Michoacan Rural (n=348)
2147,Mexico Michoacan Tarasco (n=130)
3500,Mexico Michoacan, Morelia (n=150)
3711,Mexico Mixe NA-DHS_6 (G) (n=20)
3297,Mexico Mixtec (n=97)
3712,Mexico Mixtec NA-DHS_5 (G) (n=20)
3593,Mexico Morelos Rural (n=30)
3464,Mexico Morelos, Cuernavaca (n=82)
1608,Mexico Nahuas (n=72)
3578,Mexico Nayarit  Rural (n=64)
3508,Mexico Nayarit, Tepic (n=97)
1953,Mexico Nuevo Leon Mestizo (n=40)
3583,Mexico Nuevo Leon Rural (n=439)
3494,Mexico Nuevo Leon, Monterrey city (n=226)
3687,Mexico Oaxaca Jamiltepec Mixtec (n=96)
1272,Mexico Oaxaca Mixe (n=55)
1273,Mexico Oaxaca Mixtec (n=103)
3592,Mexico Oaxaca Rural (n=485)
1274,Mexico Oaxaca Zapotec (n=90)
3466,Mexico Oaxaca, Oaxaca city (n=151)
2828,Mexico Puebla Mestizo (n=99)
3591,Mexico Puebla Rural (n=833)
3469,Mexico Puebla, Puebla city (n=1994)
3584,Mexico Queretaro Rural (n=43)
3491,Mexico Queretaro, Queretaro city (n=45)
3598,Mexico Quintana Roo Rural (n=50)
3450,Mexico Quintana Roo, Cancun (n=48)
3586,Mexico San Luis Potosi Rural (n=87)
3487,Mexico San Luis Potosi, San Luis Potosi city (n=30)
3679,Mexico San Vicente Tancuayalab Teenek/Huastecos (n=53)
3678,Mexico Sinaloa Capomos Mayo Yoremes (n=60)
2829,Mexico Sinaloa Mestizo (n=56)
3573,Mexico Sinaloa Rural (n=183)
3521,Mexico Sinaloa, Culiacán (n=103)
3572,Mexico Sonora Rural (n=197)
2035,Mexico Sonora Seri (n=34)
3524,Mexico Sonora, Ciudad Obregón (n=143)
3523,Mexico Sonora, Hermosillo (n=99)
3594,Mexico Tabasco Rural (n=142)
3462,Mexico Tabasco, Villahermosa (n=82)
3585,Mexico Tamaulipas Rural (n=125)
3489,Mexico Tamaulipas, Ciudad Victoria (n=23)
3762,Mexico Tapachula, Chiapas Mestizo Population (n=72)
3590,Mexico Tlaxcala Rural (n=830)
3471,Mexico Tlaxcala, Tlaxcala city (n=181)
3587,Mexico Veracruz Rural (n=539)
3653,Mexico Veracruz Xalapa (n=84)
3485,Mexico Veracruz, Coatzacoalcos (n=55)
3483,Mexico Veracruz, Cordoba (n=56)
3484,Mexico Veracruz, Orizaba (n=60)
3482,Mexico Veracruz, Poza Rica (n=45)
3481,Mexico Veracruz, Veracruz city (n=171)
3480,Mexico Veracruz, Xalapa (n=187)
3597,Mexico Yucatan Rural (n=132)
3456,Mexico Yucatan, Merida (n=192)
3577,Mexico Zacatecas Rural (n=266)
3510,Mexico Zacatecas, Fresnillo (n=103)
3511,Mexico Zacatecas, Zacatecas city (n=84)
3697,Mexico Zapotec NA-DHS_7 (G) (n=20)
2031,Mongolia Buryat (n=141)
1916,Mongolia Hoton (n=85)
1426,Mongolia Khalkha (n=200)
1917,Mongolia Khalkha pop 2 (n=202)
1427,Mongolia Oold (n=104)
1833,Mongolia Tarialan Khoton (n=85)
1428,Mongolia Tsaatan (n=144)
1834,Mongolia Ulaanbaatar Khalkha (n=41)
1612,Morocco (n=96)
3235,Morocco Atlantic Coast Chaouya (n=98)
2264,Morocco Casablanca (n=100)
1449,Morocco Nador Metalsa (n=99)
1492,Morocco Nador Metalsa pop 2 (n=73)
2849,Morocco pop 2 (n=110)
1450,Morocco Settat Chaouya (n=98)
1821,Morocco Souss Region (n=98)
3155,Mozambique (n=202)
3668,Myanmar Bamar (n=46)
3403,Myanmar Chin (n=55)
3404,Myanmar Kachin (n=63)
3405,Myanmar Kayah (n=55)
3406,Myanmar Kayin (n=44)
3407,Myanmar Mon (n=64)
3408,Myanmar Rakhine (n=48)
3409,Myanmar Shan (n=54)
1708,Nauru (n=67)
1568,Netherlands (n=447)
3257,Netherlands Leiden (n=1305)
2200,Netherlands pop 2 (n=155)
3154,Netherlands UMCU (n=64)
1712,New Caledonia (n=65)
2160,New Zealand Maori (n=200)
2336,New Zealand Maori pop 2 (n=55)
3340,New Zealand Maori with Admixed History (n=105)
3339,New Zealand Maori with Full Ancestry (n=46)
3338,New Zealand Polynesians with Admixed History (n=27)
3337,New Zealand Polynesians with Full Ancestry (n=21)
3417,Nicaragua Managua (n=339)
3610,Nicaragua Mestizo (G) (n=155)
3112,Nigeria (n=258)
2521,Nigeria Southwest Abanla Yoruba (n=130)
1706,Niue (n=70)
2337,Niue pop 2 (n=38)
2506,Norway (n=181)
3427,Norway  ethnic Norwegians (n=4510)
2750,Norway pop 2 (n=576)
2749,Norway Sami (n=200)
1239,Oman (n=118)
1398,Pakistan Baloch (n=66)
1399,Pakistan Brahui (n=104)
1407,Pakistan Burusho (n=92)
1423,Pakistan Kalash (n=69)
1989,Pakistan Karachi Parsi (n=91)
1424,Pakistan Mixed Pathan (n=100)
1425,Pakistan Mixed Sindhi (n=101)
3726,Panama (n=462)
2790,Papua New Guinea Abam (n=63)
2791,Papua New Guinea Dorogori (n=59)
1715,Papua New Guinea East New Britain Rabaul (n=60)
2115,Papua New Guinea East New Britain Tolai (n=48)
1713,Papua New Guinea Eastern Highlands Goroka Asaro (n=57)
1947,Papua New Guinea Highland (n=94)
2118,Papua New Guinea Highland pop2 (n=28)
2792,Papua New Guinea Iamega (n=79)
2793,Papua New Guinea Kapal (n=65)
1737,Papua New Guinea Karimui Plateau Pawaia (n=80)
2794,Papua New Guinea Kuru (n=46)
1945,Papua New Guinea Lowland (n=47)
1936,Papua New Guinea Lowland Roro (n=26)
1946,Papua New Guinea Lowland Wosera (n=79)
1714,Papua New Guinea Madang (n=65)
2795,Papua New Guinea Podare (n=43)
2796,Papua New Guinea Rual (n=50)
2512,Papua New Guinea South Gidra (n=192)
1937,Papua New Guinea Trobriand Island (n=81)
2797,Papua New Guinea Ume (n=90)
1739,Papua New Guinea Wanigela Keapara (n=66)
1736,Papua New Guinea West Schrader Ranges Haruai (n=55)
2798,Papua New Guinea Wipim (n=55)
2799,Papua New Guinea Woigi (n=26)
2800,Papua New Guinea Wonie (n=51)
1738,Papua New Guinea Wosera Abelam (n=131)
2801,Papua New Guinea Wuroi (n=34)
1786,Paraguay Aché (n=87)
2708,Paraguay Lengua (n=17)
3698,Paraguay/Argentina Ache NA-DHS_24 (G) (n=13)
3694,Paraguay/Argentina Guarani NA-DHS_23 (G) (n=10)
1589,Peru Arequipa Mestizo (n=168)
1986,Peru Lamas City Lama (n=83)
1787,Peru Quechua (n=44)
2634,Peru Titikaka Lake Uro (n=105)
3564,Peru Titikaka Lake Uros (n=105)
1948,Philippines (n=34)
1231,Philippines Ivatan (n=50)
3690,Philippines National Capital Region (n=51)
2413,Poland (n=200)
3670,Poland BMR (n=23595)
2850,Poland DKMS (n=20653)
2495,Poland Lodz (n=103)
1746,Poland Lower Silesia Region (n=123)
1972,Poland North (n=80)
3107,Poland pop 3 (n=2907)
1935,Poland Wielkopolska Region (n=99)
3548,Poland Wroclaw (n=123)
2712,Portugal Aveiro (n=5933)
3335,Portugal Azores Terceira Island (n=130)
2713,Portugal Beja (n=699)
2714,Portugal Braga (n=1971)
2715,Portugal Bragança (n=301)
2716,Portugal Castelo Branco (n=327)
1293,Portugal Center (n=50)
1749,Portugal Center pop 2 (n=562)
2717,Portugal Coimbra (n=5057)
2718,Portugal Evora (n=737)
2719,Portugal Faro (n=1242)
2720,Portugal Guarda (n=797)
2721,Portugal Leiria (n=1847)
2722,Portugal Lisbon (n=17420)
1292,Portugal North (n=46)
3075,Portugal North pop 2 (n=1801)
2723,Portugal Portalegre (n=1254)
2724,Portugal Porto (n=7937)
2725,Portugal Santarem (n=3865)
2726,Portugal Setubal (n=5268)
1294,Portugal South (n=49)
1974,Portugal South pop 2 (n=1021)
2727,Portugal Viana do Castelo (n=706)
2728,Portugal Vila Real (n=1167)
2729,Portugal Viseu (n=2915)
1544,Romania (n=348)
2259,Romania pop 2 (n=6936)
3111,Romania pop 3 (n=1469)
3780,Russia  Belgorod region (n=153)
2642,Russia Arkhangelsk (n=81)
1282,Russia Arkhangelsk Pomor (n=63)
3750,Russia Bashkortostan, Bashkirs (n=120)
3751,Russia Bashkortostan, Tatars (n=192)
3619,Russia Bering  Island Aleuts (n=104)
1601,Russia Chuvash (n=82)
3430,Russia Karelia (n=1075)
2644,Russia Kostroma Region (n=126)
2651,Russia Mari (n=202)
2841,Russia Moscow (n=2650)
3322,Russia Moscow Pop 2 (n=2000)
1283,Russia Murmansk Saomi Mixed (n=70)
1281,Russia Nenet Mixed (n=55)
3744,Russia Nizhny Novgorod, Russians (n=1510)
3436,Russia North Ossetian (n=127)
1335,Russia Northwest (n=1011)
2860,Russia Northwest pop  3 (n=100)
2843,Russia Northwest pop 2 (n=346)
1302,Russia Northwest Slavic (n=200)
2148,Russia Sakhalin Island Nivkhi (n=53)
2667,Russia Samara Region (n=2500)
1761,Russia Siberia Chukchi (n=71)
1769,Russia Siberia Chukotka Peninsula Chukchi (n=59)
1770,Russia Siberia Chukotka Peninsula Eskimo (n=80)
1891,Russia Siberia Dudinka Nganasan (n=24)
1760,Russia Siberia Eskimo (n=70)
1767,Russia Siberia Gvaysugi Udege (n=25)
1898,Russia Siberia Irkutsk Tofalar (n=43)
1903,Russia Siberia Khabarovsk Evenki (n=25)
1900,Russia Siberia Khanty Mansi (n=68)
1899,Russia Siberia Kushun Buryat (n=25)
1892,Russia Siberia Lower Yenisey Ket (n=17)
1902,Russia Siberia Negidal (n=35)
1766,Russia Siberia North East Kamchatka Koryak (n=92)
1768,Russia Siberia NW of Sakhalin Island Nivkh (n=32)
1765,Russia Siberia Polygus Evenk (n=35)
1764,Russia Siberia Sulamai Ket (n=22)
1901,Russia Siberia Ulchi (n=73)
2645,Russia Smolensk (n=156)
2845,Russia South Ural Bashkir (n=146)
2844,Russia South Ural Russian (n=207)
2846,Russia South Ural Tatar (n=135)
3277,Russia Tatars (n=355)
3621,Russia Transbaikal Territory Buryats (n=150)
3692,Russia Tundra Nentsi NA-DHS_1 (G) (n=16)
1602,Russia Tuva (n=190)
1277,Russia Tuva pop 2 (n=169)
1896,Russia Tuva pop3 (n=44)
1897,Russia Tuva Todja (n=22)
2643,Russia Vologda (n=121)
3397,Russia, South Ural, Chelyabinsk region, Nagaybaks (n=112)
2392,Rwanda (n=280)
2059,Rwanda Kigali Hutu and Tutsi (n=281)
1944,Samoa (n=29)
2339,Samoa pop 3 (n=65)
2143,Samoa pop2 (n=50)
2116,Samoa West (n=22)
2760,Sao Tome Island Angolar (n=32)
2759,Sao Tome Island Forro (n=66)
2154,Saudi Arabia (n=18)
2271,Saudi Arabia Guraiat and Hail (n=213)
2431,Saudi Arabia pop 2 (n=383)
2502,Saudi Arabia pop 3 (n=50)
3092,Saudi Arabia pop 4 (n=499)
3094,Saudi Arabia pop 5 (n=158)
3685,Saudi Arabia pop 6 (G) (n=28927)
1212,Scotland Orkney (n=99)
1374,Senegal Dakar (n=112)
1304,Senegal Niokholo Mandenka (n=165)
2274,Serbia (n=386)
2757,Serbia pop 2 (n=102)
3114,Serbia pop 3 (n=1992)
3268,Serbia Vojvodina (n=400)
1240,Singapore Chinese (n=149)
2038,Singapore Chinese Han (n=94)
2041,Singapore Javaneses (n=51)
2042,Singapore Riau Malay (n=132)
3675,Singapore SGVP Chinese CHS (n=96)
3677,Singapore SGVP Malay MAS (n=89)
3676,Singapore SGVP. Indian INS (n=86)
2053,Singapore Thai (n=100)
1258,Slovakia (n=146)
3100,Slovakia pop 2 (n=4234)
1232,Slovenia (n=100)
2501,Slovenia pop 2 (n=140)
3262,Slovenia pop 3 (n=130)
3159,South Africa Caucasians (n=102)
2171,South Africa Limpopo Venda (n=117)
2062,South Africa Natal Tamil (n=51)
1241,South Africa Natal Zulu (n=100)
2108,South Africa Tswana (n=41)
3425,South Africa Worcester (n=159)
3671,South African  Black (n=142)
3394,South African Indian population (n=50)
3395,South African Mixed ancestry (n=50)
1336,South Korea pop 1 (n=324)
3225,South Korea pop 10 (n=4128)
3236,South Korea pop 11 (n=149)
1362,South Korea pop 2 (n=207)
1870,South Korea pop 3 (n=485)
2231,South Korea pop 4 (n=211)
2244,South Korea pop 5 (n=467)
2451,South Korea pop 6 (n=800)
2743,South Korea pop 8 (n=7096)
3669,Spain (Catalunya, Navarra, Extremadura, Aaragón, Cantabria, (n=4335)
2133,Spain Andalusia (n=99)
2132,Spain Andalusia Romani (n=99)
1607,Spain Arratia Valley Basque (n=83)
1242,Spain Barcelona (n=941)
2153,Spain Catalonia Girona (n=88)
2230,Spain Galicia and Murcia (n=473)
2152,Spain Gipuzkoa Basque (n=100)
1560,Spain Granada (n=280)
1317,Spain Ibiza (n=88)
3769,Spain Las Alpujarras (n=85)
2000,Spain Madrid (n=504)
1315,Spain Majorca (n=407)
2174,Spain Majorca and Minorca (n=90)
1318,Spain Majorcans Jews (n=103)
2426,Spain Malaga (n=160)
2425,Spain Malaga Romani (n=80)
1316,Spain Minorca (n=94)
1327,Spain Murcia (n=173)
1401,Spain Navarre Basques (n=116)
2447,Spain North (n=156)
1605,Spain North Cabuerniga (n=95)
1604,Spain North Cantabria (n=83)
2442,Spain Northwest (n=1818)
2203,Spain Northwest Lugo (n=145)
1606,Spain Pas Valley (n=88)
3135,Spain Sevilla (n=278)
3365,Spain Tenerife Island (n=83)
2620,Spain Valencia (n=577)
3605,Spain, Canary Islands, Gran canaria island (n=215)
3741,Spain, Castilla y Leon, Northwest, (n=1743)
3423,Sri Lanka Colombo (n=714)
2320,Sri Lanka Colombo Sinhalese (n=101)
2514,Sudan Central Region (n=97)
2465,Sudan Central Shaigiya Mixed (n=36)
2464,Sudan East Rashaida (n=27)
3765,Sudan Khartoum (n=98)
2161,Sudan Mixed (n=200)
2463,Sudan South Nuba (n=46)
1923,Sweden (n=99)
2675,Sweden Northern Sami (n=154)
2531,Sweden pop 2 (n=200)
2503,Sweden pop 3 (n=175)
3102,Sweden pop 4 (n=966)
3156,Sweden pop 5 (n=1569)
2676,Sweden Southern Sami (n=130)
2262,Sweden Stockholm (n=1347)
1754,Sweden Uppsala (n=300)
3116,Switzerland Aargau-Solothurn (n=1838)
3118,Switzerland Basel (n=1888)
3117,Switzerland Bern (n=3545)
1306,Switzerland Geneva (n=80)
3119,Switzerland Geneva pop 2 (n=1267)
3120,Switzerland Graubunden (n=759)
3122,Switzerland Lausanne (n=993)
3121,Switzerland Lugano (n=1169)
3123,Switzerland Luzern (n=1553)
3125,Switzerland Sion (n=832)
3124,Switzerland St Gallen (n=2113)
3126,Switzerland Zurich (n=4875)
2507,Taiwan (n=65)
1782,Taiwan Aborigine (n=111)
2119,Taiwan Aborigine pop 2 (n=48)
1225,Taiwan Ami (n=98)
2354,Taiwan Ami pop 2 (n=50)
1218,Taiwan Atayal (n=106)
2347,Taiwan Atayal pop 2 (n=50)
1221,Taiwan Bunun (n=101)
2349,Taiwan Bunun pop 2 (n=50)
1780,Taiwan Chinese immigrants from Middle China (n=211)
1781,Taiwan Chinese immigrants from North China (n=152)
1779,Taiwan Chinese immigrants from South China (n=172)
1217,Taiwan Hakka (n=55)
1783,Taiwan Hakka pop 2 (n=714)
2356,Taiwan Han (n=50)
2842,Taiwan Han Chinese (n=504)
2772,Taiwan Minnan and Hakka (n=190)
1216,Taiwan Minnan pop 1 (n=102)
1778,Taiwan Minnan pop 2 (n=7137)
2353,Taiwan Orchid Island Yami (n=50)
1224,Taiwan Paiwan (n=51)
2351,Taiwan Paiwan pop 2 (n=50)
1228,Taiwan Pazeh (n=55)
2624,Taiwan pop 2 (n=364)
2811,Taiwan pop 3 (n=212)
3240,Taiwan pop1 (n=539)
1226,Taiwan Puyuma (n=50)
2355,Taiwan Puyuma pop 2 (n=50)
1223,Taiwan Rukai (n=50)
2352,Taiwan Rukai pop 2 (n=50)
1220,Taiwan Saisiat (n=51)
2348,Taiwan Saisiat pop 2 (n=50)
1229,Taiwan Siraya (n=51)
1227,Taiwan Tao (n=50)
1219,Taiwan Taroko (n=55)
1230,Taiwan Thao (n=30)
1222,Taiwan Tsou (n=51)
2350,Taiwan Tsou pop 2 (n=50)
3557,Taiwan Tzu  Chi Morrow Donor Registry (n=46682)
3558,Taiwan Tzu  Chi Morrow Donor Registry Aborigine (n=233)
2462,Taiwan Tzu Chi Cord Blood Bank (n=710)
2751,Tanzania Dodoma Kongwa (n=212)
3782,Tanzania Maasai (n=336)
1442,Thailand (n=142)
2085,Thailand Bangkok (n=104)
2491,Thailand Bangkok pop 2 (n=50)
2518,Thailand Bangkok pop 3 (n=187)
2089,Thailand East Chanthaburi Khmer (n=83)
2090,Thailand Kamphaeng Phet (n=97)
1911,Thailand North Dai Lue (n=96)
2088,Thailand Northeast (n=66)
2774,Thailand Northeast pop 2 (n=400)
1999,Thailand pop 2 (n=124)
2121,Thailand pop 3 (n=49)
2776,Thailand pop 4 (n=16807)
2144,Tokelau (n=50)
2145,Tonga (n=50)
2338,Tonga pop 2 (n=50)
1623,Trinidad African (n=67)
1561,Trinidad South Asian (n=87)
1644,Tunisia (n=100)
3228,Tunisia Gabes (n=95)
2066,Tunisia Gabes Arab (n=96)
2265,Tunisia Ghannouch (n=82)
2064,Tunisia Jerba Berber (n=55)
2065,Tunisia Matmata Berber (n=81)
2773,Tunisia pop 2 (n=111)
2166,Tunisia pop 3 (n=104)
1819,Turkey Ankara (n=50)
2215,Turkey Istanbul (n=250)
1649,Turkey pop 1 (n=250)
1611,Turkey pop 2 (n=228)
2520,Turkey pop 3 (n=50)
1650,Turkey pop 5 (n=142)
1267,Uganda Baganda (n=47)
1487,Uganda Kampala (n=161)
2621,Uganda Kampala pop 2 (n=175)
2649,Ukraine Khmelnytskyi (n=138)
2650,Ukraine Lvov (n=102)
3600,United Arab Emirates  Abu Dhabi (n=52)
2808,United Arab Emirates pop 2 (n=373)
2511,United Kingdom (n=187)
3273,United Kingdom Central (n=135)
3274,United Kingdom East (n=163)
3275,United Kingdom North (n=330)
3276,United Kingdom Orkney (n=88)
2430,United Kingdom pop 2 (n=101)
2173,United Kingdom pop 3 (n=604)
3230,United Kingdom South West (n=163)
1480,USA African American (n=252)
1620,USA African American Bethesda (n=187)
1689,USA African American pop 2 (n=149)
2223,USA African American pop 3 (n=564)
2419,USA African American pop 4 (n=2411)
2779,USA African American pop 7 (n=193)
2164,USA African American pop 8 (n=605)
1364,USA Alaska Yupik (n=252)
2703,USA Arizona Gila River Amerindian (n=492)
3617,USA Arizona Gila River Pima (n=3000)
2047,USA Arizona Pima (n=100)
2050,USA Arizona Pima pop2 (n=18)
1483,USA Asian (n=358)
2420,USA Asian pop 2 (n=1772)
1358,USA Caucasian (n=61655)
1619,USA Caucasian Bethesda (n=307)
1586,USA Caucasian Houston (n=194)
1588,USA Caucasian Pittsburgh (n=177)
1479,USA Caucasian pop 2 (n=265)
1688,USA Caucasian pop 3 (n=88)
2765,USA Caucasian pop 4 (n=1070)
2780,USA Caucasian pop 5 (n=268)
1511,USA Colorado Univ Cord Blood Bank African American (n=261)
1512,USA Colorado Univ Cord Blood Bank Asian (n=100)
1513,USA Colorado Univ Cord Blood Bank Caucasian (n=3830)
1514,USA Colorado Univ Cord Blood Bank Hispanic (n=1058)
2570,USA Eastern European (n=558)
2163,USA European American pop 2 (n=1245)
1858,USA Hawaii (n=39)
2058,USA Hawaii Okinawa (n=106)
1481,USA Hispanic (n=234)
2421,USA Hispanic pop 2 (n=1999)
3174,USA Italy Ancestry (n=273)
2702,USA Mexican American Mestizo (n=553)
2781,USA Mexican American Mestizo pop 2 (n=113)
2789,USA Mexican American Mestizo pop 3 (n=116)
1864,USA Minnesota Olmsted (n=339)
2036,USA New Mexico Canoncito Navajo (n=42)
2056,USA New Mexico Zuni (n=51)
3202,USA NMDP African (n=28557)
3201,USA NMDP African American pop 2 (n=416581)
3205,USA NMDP Alaska Native or Aleut (n=1376)
3204,USA NMDP American Indian South or Central America (n=5926)
3219,USA NMDP Black South or Central American (n=4889)
3207,USA NMDP Caribean Black (n=33328)
3208,USA NMDP Caribean Hispanic (n=115374)
3209,USA NMDP Caribean Indian (n=14339)
3217,USA NMDP Chinese (n=99672)
3210,USA NMDP European Caucasian (n=1242890)
3211,USA NMDP Filipino (n=50614)
3212,USA NMDP Hawaiian or other Pacific Islander (n=11499)
3218,USA NMDP Hispanic South or Central American (n=146714)
3213,USA NMDP Japanese (n=24582)
3214,USA NMDP Korean (n=77584)
3216,USA NMDP Mexican or Chicano (n=261235)
3215,USA NMDP Middle Eastern or North Coast of Africa (n=70890)
3206,USA NMDP North American Amerindian (n=35791)
3223,USA NMDP South Asian Indian (n=185391)
3222,USA NMDP Southeast Asian (n=27978)
3220,USA NMDP Vietnamese (n=43540)
1482,USA North American Native (n=187)
2387,USA OPTN African American (n=1510)
2386,USA OPTN Asian (n=261)
2389,USA OPTN Caucasian (n=8525)
2388,USA OPTN Hispanic (n=1580)
1895,USA Philadelphia Caucasian (n=141)
2536,USA Philippines (n=105)
1359,USA San Antonio Caucasian (n=222)
3562,USA San Diego (n=496)
3098,USA San Francisco Caucasian (n=220)
2091,USA South Dakota Lakota Sioux (n=302)
2052,USA South Dakota Sioux (n=101)
1360,USA South Texas Hispanic (n=194)
1421,USA Southeast African American (n=112)
1750,USA Southern California Mestizo (n=73)
3173,USA Spain Ancestry (n=279)
2542,Venezuela Aroy Yucpa (n=17)
2540,Venezuela Campo Rosario Bari (n=26)
1491,Venezuela Caracas Mestizo (n=50)
1478,Venezuela Colonia Tovar (n=86)
2543,Venezuela Marewa Yucpa (n=29)
2539,Venezuela Orinoco Delta Warao (n=34)
2544,Venezuela Peraya Yucpa (n=26)
2061,Venezuela Perja Mountain Bari (n=55)
2541,Venezuela Saimadoyi Bari (n=35)
1909,Venezuela Sierra de Perija Yucpa (n=73)
2455,Venezuela Valencia and Maracaibo Caracus Mixed (n=96)
2460,Venezuela Zulia Maracaibo Mixed (n=20)
2461,Venezuela Zulia San Jose de Heras Mixed (n=20)
2686,Vietnam Hanoi (n=50)
1494,Vietnam Hanoi Kinh (n=103)
2412,Vietnam Hanoi Kinh pop 2 (n=170)
1493,Vietnam HoaBinh Muong (n=83)
3681,Vietnam Kinh (n=101)
3773,Vietnam Kinh  DQB1 (n=2076)
1571,Wales (n=1798)
2847,Wales pop 2 (n=39979)
1707,Western Samoa and Tokelau (n=51)
1488,Zambia Lusaka (n=44)
2057,Zimbabwe Harare Shona (n=230)
                        